Source Port,Destination Port,NAT Source Port,NAT Destination Port,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received
50301,80,40498,80,7979,802,7177,17,39,8,9
64637,53,50285,53,188,96,92,2,30,1,1
63074,443,53301,443,384,166,218,2,29,1,1
50383,443,21192,443,452,386,66,4,1,3,1
25309,53,25309,53,371,237,134,3,33,2,1
64154,53,35293,53,194,102,92,2,29,1,1
49665,53,61260,53,361,118,243,4,33,2,2
59219,80,51900,80,1658,1344,314,10,15,5,5
57137,53,36481,53,279,96,183,4,31,2,2
49982,53,15818,53,322,94,228,4,49,2,2
35608,443,39608,443,5007,3053,1954,24,394,8,16
54355,443,13555,443,15334,4707,10627,28,24,14,14
53152,443,44569,443,16706,6162,10544,39,29,19,20
61229,443,47952,443,12708,2798,9910,36,258,13,23
59442,53,59442,53,235,90,145,2,33,1,1
56219,53,57925,53,177,94,83,2,30,1,1
53580,48066,12026,48066,70,70,0,1,5,1,0
52200,42430,1127,42430,70,70,0,1,5,1,0
64850,53,36878,53,196,102,94,2,31,1,1
56993,53,24692,53,184,102,82,2,29,1,1
62924,993,52929,993,9376,4359,5017,86,19,44,42
52230,47803,46448,47803,136,136,0,3,14,3,0
54130,53,45665,53,168,78,90,2,30,1,1
36998,80,39862,80,130,70,60,2,15,1,1
49532,443,49532,443,20488,16649,3839,30,24,18,12
53236,443,39010,443,41247,1363,39884,51,37,13,38
55744,80,6834,80,5146,3694,1452,20,249,10,10
49350,80,17216,80,2485,529,1956,12,17,6,6
63171,5228,60967,5228,3535,1973,1562,36,3961,18,18
49562,443,58637,443,9908,4692,5216,30,92,16,14
65365,53,21509,53,178,94,84,2,29,1,1
49323,53,40976,53,196,102,94,2,31,1,1
52740,443,65500,443,168753,7954,160799,212,26,95,117
49519,443,20384,443,7086,1913,5173,29,270,16,13
49664,80,19625,80,7561,3181,4380,16,41,8,8
57372,53,20962,53,177,94,83,2,30,1,1
55548,53,25199,53,194,99,95,2,30,1,1
65352,53,63363,53,321,102,219,2,29,1,1
56432,53,34927,53,458,188,270,6,30,3,3
50825,443,30672,443,252960,10277,242683,301,209,119,182
53476,443,9051,443,3182,1568,1614,8,121,4,4
55687,53,59046,53,186,95,91,2,31,1,1
56072,80,56072,80,23248,1600,21648,35,31,17,18
65485,53,20874,53,718,94,624,2,30,1,1
59262,5228,3053,5228,7054,2076,4978,32,5115,11,21
6881,55085,23823,55085,509,150,359,2,1199,1,1
55535,53,57254,53,199,102,97,2,30,1,1
65497,443,27033,443,392197,11800,380397,406,16,143,263
49826,80,54409,80,6311,4340,1971,20,186,12,8
58847,443,48579,443,5167,700,4467,16,15,7,9
64787,53,58679,53,179,94,85,2,29,1,1
55373,53,47253,53,164,86,78,2,31,1,1
51666,443,12470,443,30210,2106,28104,46,201,17,29
56094,443,60801,443,5616,3106,2510,22,223,13,9
53245,80,62504,80,2071,1305,766,10,256,6,4
64194,53,10058,53,262,126,136,2,30,1,1
65413,53,65505,53,266,110,156,2,30,1,1
61338,443,62752,443,39067,7713,31354,74,247,29,45
30960,45743,2927,45743,330,330,0,6,3609,6,0
56192,53,42935,53,177,94,83,2,30,1,1
64279,53,15836,53,170,87,83,2,30,1,1
52247,49278,31090,49278,316,136,180,6,6,3,3
52730,7000,52730,7000,2163,676,1487,14,15,7,7
46439,443,34571,443,8246,1739,6507,21,17,11,10
53641,16605,52302,16605,70,70,0,1,5,1,0
64883,53,13274,53,184,94,90,2,31,1,1
52092,80,44323,80,426,240,186,8,25,5,3
60224,443,54670,443,9079,3570,5509,68,152,34,34
57455,443,26313,443,9124,5296,3828,54,120,29,25
65521,443,8234,443,92427,4519,87908,105,15,39,66
52073,80,46138,80,482,300,182,9,26,6,3
57352,53,35179,53,196,102,94,2,30,1,1
48209,53,48209,53,628,82,546,2,30,1,1
50480,443,52040,443,14848,6716,8132,32,30,17,15
61479,443,17440,443,104543,5227,99316,130,47,57,73
56076,443,18045,443,1786,172,1614,7,120,3,4
57398,443,53104,443,1056,569,487,10,24,6,4
65451,53,9650,53,194,102,92,2,31,1,1
35408,53,57895,53,168,78,90,2,30,1,1
51599,443,24581,443,25546,5284,20262,48,149,26,22
49372,53,37424,53,216,110,106,2,30,1,1
57956,443,29445,443,7842,2164,5678,48,5441,20,28
54367,3389,54367,3389,4365,2581,1784,20,32,11,9
13956,53,13956,53,244,98,146,2,34,1,1
33109,443,18483,443,6749,1593,5156,23,123,12,11
51986,41982,32620,41982,70,70,0,1,5,1,0
51401,443,9077,443,130,70,60,2,4,1,1
55392,53,8146,53,195,102,93,2,30,1,1
56560,53,3085,53,199,102,97,2,30,1,1
38680,443,52567,443,90091,3481,86610,95,15,31,64
48422,53,48422,53,229,89,140,2,30,1,1
55087,53,19901,53,183,94,89,2,31,1,1
64766,53,31618,53,195,102,93,2,29,1,1
58858,443,41294,443,318,192,126,6,26,4,2
49759,53,54195,53,164,84,80,2,31,1,1
52957,80,46330,80,156378,5406,150972,165,383,60,105
50938,53,64544,53,209,81,128,2,30,1,1
37737,443,61948,443,190013,14784,175229,238,206,101,137
62910,993,51747,993,9108,4045,5063,84,72,39,45
63795,52376,52814,52376,70,70,0,1,4,1,0
41389,443,45580,443,280,140,140,5,131,3,2
43897,443,6897,443,6259,1816,4443,30,2615,16,14
55454,53,60300,53,168,86,82,2,33,1,1
64975,53,43514,53,198,94,104,2,30,1,1
55618,45341,56428,45341,70,70,0,1,5,1,0
50076,80,29026,80,26128,9214,16914,81,512,40,41
50579,53,23674,53,179,94,85,2,30,1,1
60435,443,42755,443,38888447,473172,38415275,31568,128,5708,25860
57300,53,21469,53,184,94,90,2,30,1,1
55046,53,20538,53,300,102,198,4,40,2,2
64124,53,27285,53,294,93,201,4,42,2,2
10216,80,10216,80,7548,1586,5962,18,21,8,10
56986,80,18351,80,214,140,74,4,35,3,1
44628,80,44628,80,2898,1485,1413,10,15,6,4
57031,443,21412,443,2963,797,2166,10,120,5,5
59732,443,8520,443,7310,967,6343,18,25,10,8
63675,123,55630,123,184,94,90,2,29,1,1
54101,443,19141,443,4013,2840,1173,23,27,13,10
28592,53,28592,53,216,90,126,2,31,1,1
55069,53,19618,53,195,102,93,2,31,1,1
27005,27015,63024,27015,897,126,771,2,31,1,1
56782,53,60829,53,227,94,133,2,29,1,1
57834,443,16694,443,6214,1733,4481,13,121,6,7
49225,53,32550,53,295,101,194,4,49,2,2
60204,80,20326,80,70,70,0,2,8,2,0
58797,443,26512,443,3311,1069,2242,13,135,6,7
54681,443,46461,443,4417,2187,2230,16,135,8,8
50326,80,17692,80,7979,802,7177,17,47,8,9
62498,443,43471,443,14786,3978,10808,32,26,15,17
49842,443,3993,443,6212,1823,4389,16,75,9,7
55199,443,3846,443,18132,8636,9496,40,176,23,17
57122,53,3566,53,216,110,106,2,30,1,1
56963,53,36385,53,199,102,97,2,30,1,1
50848,80,48215,80,1213557,27203,1186354,1120,133,327,793
56185,443,34268,443,5415,1730,3685,20,120,9,11
55043,53,56264,53,274,110,164,2,30,1,1
39232,53,39232,53,215,80,135,2,32,1,1
55655,53,55322,53,304,110,194,4,34,2,2
38728,443,11034,443,560,280,280,9,27,5,4
42811,80,59018,80,1114,534,580,12,16,7,5
20341,53,20341,53,225,90,135,2,30,1,1
60729,443,20106,443,5737,1929,3808,19,201,11,8
58814,443,65401,443,6508,4230,2278,22,16,12,10
59756,53,64652,53,571,166,405,2,29,1,1
61412,53,24202,53,225,78,147,2,30,1,1
56560,53,17987,53,199,102,97,2,30,1,1
56303,53,63690,53,177,94,83,2,29,1,1
57117,53,8258,53,209,102,107,2,31,1,1
41958,5222,34545,5222,2380,1500,880,24,130,13,11
56327,53,60019,53,199,102,97,2,30,1,1
55152,53,27991,53,176,90,86,2,30,1,1
49497,443,3660,443,8816,4876,3940,23,31,12,11
64642,53,40634,53,265,94,171,2,30,1,1
50843,443,54645,443,6337,1378,4959,19,135,9,10
56215,53,24448,53,216,110,106,2,30,1,1
42479,80,8740,80,696,413,283,7,15,5,2
47042,80,50684,80,1122,682,440,11,15,6,5
49837,53,16345,53,214,110,104,2,30,1,1
53107,44060,27368,44060,70,70,0,1,5,1,0
64537,443,9854,443,3182,1568,1614,8,120,4,4
55094,53,26727,53,754,94,660,2,31,1,1
52618,80,60049,80,1141,529,612,10,18,6,4
52136,42939,50885,42939,70,70,0,2,8,2,0
50645,443,5664,443,1514,852,662,16,86,9,7
57395,53,14755,53,262,88,174,4,59,2,2
65002,27064,63916,27064,735,462,273,2,30,1,1
50589,80,50589,80,1714,1014,700,11,21,6,5
50949,443,50949,443,4453,1546,2907,19,29,11,8
9520,443,43478,443,3614,434,3180,11,15,6,5
64987,53,43588,53,198,102,96,2,30,1,1
39888,53,65133,53,168,78,90,2,30,1,1
51937,38056,36648,38056,70,70,0,2,8,2,0
36701,53,35437,53,199,94,105,2,30,1,1
65284,53,18214,53,758,96,662,2,31,1,1
44949,443,16538,443,4093,2830,1263,21,24,11,10
17176,443,17176,443,6311,1229,5082,18,16,8,10
55401,53,40210,53,168,86,82,2,31,1,1
53771,53,15804,53,168,78,90,2,30,1,1
60383,16881,9133,16881,564,318,246,9,18,5,4
54962,53,15807,53,194,102,92,2,30,1,1
58745,443,47699,443,14654,9694,4960,36,17,19,17
65445,53,12722,53,254,102,152,2,30,1,1
34418,443,25762,443,6402,1595,4807,23,316,12,11
56878,53,24786,53,168,86,82,2,31,1,1
59839,443,29303,443,93467,4007,89460,107,22,33,74
57106,53,23546,53,214,94,120,2,29,1,1
64238,53,6347,53,215,102,113,2,30,1,1
47823,443,63568,443,9842,2224,7618,20,122,10,10
51511,443,55401,443,213140,10321,202819,260,33,108,152
56030,53,56239,53,815,95,720,2,31,1,1
65291,53,61483,53,190,97,93,2,31,1,1
63999,53,43877,53,186,95,91,2,30,1,1
50523,53,12561,53,168,86,82,2,29,1,1
55021,53,26465,53,94,94,0,1,30,1,0
49520,53,1147,53,209,110,99,2,30,1,1
27005,27018,28436,27018,895,126,769,2,31,1,1
39762,123,46956,123,184,94,90,2,30,1,1
50584,58516,43586,58516,161,161,0,1,1200,1,0
55745,53,9375,53,199,102,97,2,29,1,1
36762,443,56086,443,13119,3359,9760,39,120,19,20
38759,443,29453,443,8057,2726,5331,27,239,13,14
36986,53,36986,53,234,93,141,2,31,1,1
24009,53,24009,53,825,99,726,2,30,1,1
49586,53,25001,53,212,94,118,2,29,1,1
50894,80,58930,80,5900,751,5149,15,130,7,8
53538,33791,33383,33791,618,432,186,9,17,6,3
63366,30365,45991,30365,738,318,420,12,163,5,7
55911,53,35640,53,211,110,101,2,30,1,1
49812,53,11228,53,166,86,80,2,30,1,1
56337,53,7280,53,268,89,179,4,44,2,2
60474,8999,5230,8999,70,70,0,1,5,1,0
52093,80,65106,80,366,240,126,7,26,5,2
55051,53,44193,53,167,86,81,2,31,1,1
64843,53,27388,53,772,103,669,2,30,1,1
55877,56299,54578,56299,481,150,331,2,1200,1,1
56550,53,64220,53,183,94,89,2,31,1,1
65260,53,28900,53,184,94,90,2,30,1,1
55211,53,36249,53,183,94,89,2,30,1,1
36781,443,37104,443,1798,1223,575,13,26,8,5
55156,53,47092,53,256,87,169,4,36,2,2
56031,53,65070,53,177,94,83,2,30,1,1
56661,53,2934,53,288,93,195,4,32,2,2
58794,443,45135,443,20298,11977,8321,85,139,45,40
50912,443,28892,443,8527,2387,6140,21,31,11,10
55684,53,54861,53,193,102,91,2,31,1,1
49993,53,48809,53,212,102,110,2,30,1,1
56632,80,25180,80,234,234,0,4,12,4,0
64573,53,28615,53,380,110,270,2,30,1,1
51725,32787,46505,32787,70,70,0,1,5,1,0
60521,443,45323,443,45001,3799,41202,74,331,35,39
60409,44739,64818,44739,70,70,0,1,5,1,0
49655,80,10831,80,6485767,147003,6338764,6221,320,2024,4197
49234,53,14008,53,177,94,83,2,30,1,1
64322,53,46298,53,273,90,183,4,32,2,2
57397,53,60967,53,177,94,83,2,30,1,1
49901,443,3004,443,4949,1047,3902,22,33,11,11
55627,26192,18323,26192,70,70,0,1,5,1,0
60422,62456,45228,62456,341,215,126,5,16,3,2
55588,53,19559,53,168,86,82,2,30,1,1
52540,443,62112,443,153,93,60,2,5,1,1
59757,443,13672,443,11663,1141,10522,30,41,14,16
45315,80,28283,80,6087687,127446,5960241,5920,28,1981,3939
43025,443,51895,443,25223,13115,12108,63,116,33,30
64299,53,26079,53,268,84,184,4,42,2,2
50125,443,44397,443,9798,3571,6227,43,143,23,20
64746,53,10441,53,260,86,174,2,30,1,1
49679,80,26556,80,7256,1682,5574,14,40,6,8
50377,53,24974,53,753,94,659,2,30,1,1
49305,53,42044,53,177,94,83,2,30,1,1
49955,80,63565,80,9810,819,8991,19,15,9,10
43210,443,51289,443,5960402,99613,5860789,5017,133,952,4065
64494,53,52141,53,337,110,227,2,29,1,1
55450,443,1835,443,4275,2479,1796,22,316,11,11
55223,53,54493,53,168,86,82,2,31,1,1
49521,80,17385,80,1653,831,822,13,93,7,6
55596,53,49236,53,177,94,83,2,30,1,1
64060,53,33741,53,258,110,148,2,30,1,1
55808,53,32888,53,183,94,89,2,30,1,1
50265,48982,51729,48982,480,149,331,2,1200,1,1
50287,443,51254,443,14559,2721,11838,31,16,17,14
60167,80,41576,80,6017,5209,808,12,30,7,5
49911,80,3385,80,1519,787,732,10,110,6,4
46866,80,59082,80,662,600,62,12,495,11,1
45897,443,62629,443,2267946,70852,2197094,2429,316,859,1570
49287,53,21721,53,405,90,315,4,59,2,2
64282,53,55682,53,215,94,121,2,30,1,1
36387,443,45505,443,7139,1751,5388,32,1372,10,22
55179,80,55179,80,374,240,134,7,15,5,2
56527,53,0,0,206,83,123,2,31,1,1
65114,53,6427,53,253,87,166,4,31,2,2
65204,53,23706,53,183,94,89,2,30,1,1
42566,443,31210,443,10127,4193,5934,30,24,17,13
56882,53,12251,53,87,87,0,2,60,2,0
55770,53,35170,53,166,85,81,2,30,1,1
53681,31466,64750,31466,70,70,0,2,8,2,0
64149,53,6477,53,301,108,193,4,49,2,2
55057,53,28590,53,188,80,108,2,31,1,1
63463,443,46376,443,3182,1568,1614,8,120,4,4
53631,43562,1567,43562,492,306,186,8,15,5,3
49706,53,17646,53,296,102,194,4,42,2,2
57074,53,27906,53,259,78,181,2,30,1,1
52055,20019,40122,20019,316,136,180,6,7,3,3
57284,53,51341,53,214,110,104,2,30,1,1
53284,443,5586,443,4579,2245,2334,12,122,6,6
56400,53,1687,53,196,102,94,2,30,1,1
51411,443,3217,443,1444,723,721,15,121,8,7
58685,443,52844,443,165763,5072,160691,181,120,61,120
64712,53,32542,53,181,98,83,2,31,1,1
50287,53,47633,53,177,94,83,2,30,1,1
56750,53,47077,53,711,87,624,2,30,1,1
50484,80,53622,80,318,192,126,6,26,4,2
53156,51689,64576,51689,546,306,240,9,142,5,4
51789,80,62386,80,28433,1668,26765,39,20,18,21
57291,53,9525,53,178,94,84,2,30,1,1
54100,80,44998,80,78,78,0,1,5,1,0
20641,53,20641,53,240,98,142,2,29,1,1
47808,53,24079,53,168,78,90,2,30,1,1
57113,53,7922,53,215,102,113,2,30,1,1
49234,53,17767,53,167,86,81,2,30,1,1
65340,53,10565,53,226,102,124,2,30,1,1
49872,80,54932,80,31938,3363,28575,38,88,15,23
64853,53,20032,53,199,102,97,2,30,1,1
49774,443,35552,443,26623,5756,20867,42,126,18,24
26815,80,16585,80,2894,1095,1799,15,131,8,7
57136,53,3723,53,177,94,83,2,30,1,1
38428,443,25567,443,9483,2964,6519,23,17,13,10
9321,443,54415,443,3345,432,2913,11,15,6,5
60798,40010,54476,40010,316,136,180,6,6,3,3
56293,53,53120,53,164,84,80,2,31,1,1
64381,53,50743,53,198,102,96,2,31,1,1
53814,6725,2877,6725,70,70,0,2,7,2,0
42298,40005,47580,40005,211,89,122,4,29,2,2
49188,8108,9022,8108,1788,1016,772,15,15,8,7
65380,53,10002,53,180,94,86,2,30,1,1
61155,443,61155,443,4575,1668,2907,19,27,11,8
50491,443,13045,443,11995,3850,8145,44,120,23,21
55443,443,53890,443,12806,2828,9978,55,2983,24,31
50013,53,57171,53,258,102,156,2,30,1,1
58841,443,21745,443,18238,3980,14258,61,152,27,34
49703,53,62145,53,228,110,118,2,30,1,1
52148,80,27900,80,366,240,126,7,33,5,2
49466,53,63958,53,324,103,221,4,46,2,2
51496,443,41580,443,1177,624,553,12,16,7,5
57409,53,63027,53,168,86,82,2,30,1,1
65020,53,14135,53,184,94,90,2,31,1,1
53136,443,65509,443,3028365,2245986,782379,11999,627,7647,4352
56661,53,1967,53,900,110,790,2,30,1,1
57157,53,58237,53,458,188,270,6,30,3,3
61232,443,38058,443,1786,172,1614,7,120,3,4
64251,53,51222,53,170,87,83,2,31,1,1
61706,80,6564,80,1840,1242,598,11,16,6,5
42868,443,8590,443,10049,2289,7760,35,27,19,16
57487,443,43988,443,1786,172,1614,7,121,3,4
56913,53,31255,53,193,102,91,2,29,1,1
31201,53,38511,53,197,78,119,2,30,1,1
55590,53,49633,53,177,94,83,2,29,1,1
55733,53,35309,53,170,87,83,2,31,1,1
65409,53,26325,53,753,93,660,2,31,1,1
46259,80,22858,80,3574,1669,1905,17,186,10,7
49827,443,61208,443,5523,3016,2507,36,75,20,16
60304,443,14746,443,3982,2461,1521,28,144,14,14
33684,443,39270,443,6829,1261,5568,21,197,11,10
56830,53,57872,53,190,97,93,2,31,1,1
55598,53,62889,53,186,102,84,2,30,1,1
8204,53,48850,53,86,86,0,1,30,1,0
55233,443,14491,443,10226,3230,6996,28,47,16,12
49850,443,7132,443,7371,1564,5807,18,89,9,9
56007,53,28468,53,197,102,95,2,33,1,1
58785,53,54759,53,211,86,125,2,30,1,1
40785,443,32724,443,646,292,354,10,41,5,5
52100,443,14481,443,7711,1717,5994,26,361,13,13
40236,443,44776,443,4945,1401,3544,21,25,11,10
50453,80,44692,80,5978,3592,2386,15,34,8,7
56584,53,11866,53,214,102,112,2,30,1,1
56709,443,54114,443,8007,1987,6020,20,15,11,9
56695,53,39577,53,93,93,0,1,30,1,0
50647,443,3164,443,3201,1812,1389,15,19,9,6
56556,443,40496,443,8908,1849,7059,31,105,17,14
65206,443,20256,443,7525,3267,4258,36,120,17,19
56475,80,2240,80,36057,2080,33977,45,134,19,26
37606,443,47206,443,6277,1868,4409,22,45,13,9
49698,80,3522,80,140258,1720,138538,117,52,18,99
55910,53,63749,53,183,94,89,2,31,1,1
49660,53,56463,53,193,102,91,2,31,1,1
55348,53,40546,53,184,80,104,2,30,1,1
51737,54691,48488,54691,316,136,180,6,5,3,3
49407,80,27843,80,2408,1466,942,10,124,6,4
55067,443,14245,443,1146,360,786,20,75,7,13
51936,17650,3009,17650,70,70,0,2,8,2,0
50520,80,14281,80,1615,793,822,13,91,7,6
33521,80,30889,80,3429,1679,1750,14,22,8,6
53629,51413,42166,51413,70,70,0,1,4,1,0
65078,53,19268,53,177,94,83,2,30,1,1
37965,8272,8707,8272,1577,594,983,20,1740,10,10
8836,53,8836,53,203,82,121,2,30,1,1
53259,443,6892,443,5513,929,4584,20,360,10,10
56617,443,38005,443,5325,1074,4251,18,25,10,8
56388,53,39602,53,173,94,79,2,30,1,1
60258,80,44486,80,3348,2437,911,12,150,7,5
62995,53,20908,53,202,202,0,3,46,3,0
47787,53,24914,53,198,93,105,2,31,1,1
56009,53,53982,53,178,94,84,2,30,1,1
52453,443,8871,443,6650,950,5700,18,75,9,9
49171,53,63019,53,301,102,199,2,30,1,1
52007,37732,15176,37732,70,70,0,2,8,2,0
55002,443,31651,443,469783,461079,8704,444,167,329,115
46503,443,50192,443,6492,1764,4728,56,996,20,36
44780,80,17326,80,120,120,0,3,122,3,0
60399,161,0,0,18789,5169,13620,54,30,27,27
49181,2710,52440,2710,66,66,0,1,5,1,0
50017,443,23366,443,56408,47400,9008,88,138,49,39
54145,7000,54145,7000,3370,1595,1775,16,15,9,7
56478,53,58747,53,200,102,98,2,31,1,1
57169,53,55765,53,458,188,270,6,31,3,3
33546,53,33546,53,400,257,143,3,32,2,1
57143,53,17926,53,184,94,90,2,30,1,1
62877,53,36980,53,248,78,170,2,30,1,1
36379,443,4482,443,4041,2623,1418,22,94,12,10
64169,53,20022,53,209,110,99,2,30,1,1
62326,443,62326,443,1210,637,573,14,51,7,7
61425,80,54723,80,214,140,74,4,41,3,1
64569,443,62686,443,9157,2109,7048,27,32,15,12
63930,44330,64385,44330,66,66,0,2,7,2,0
64297,53,33648,53,199,94,105,2,30,1,1
41270,443,43404,443,14659,5023,9636,46,400,14,32
55463,53,33769,53,216,110,106,2,29,1,1
64274,53,5372,53,197,102,95,2,32,1,1
63795,52376,47084,52376,66,66,0,2,8,2,0
35609,443,35165,443,237,177,60,3,5,2,1
52520,443,9446,443,4463,1215,3248,16,121,8,8
27005,27015,16145,27015,879,126,753,2,29,1,1
55903,53,28482,53,177,94,83,2,30,1,1
49669,53,30235,53,197,94,103,2,30,1,1
39927,443,15384,443,7787,2370,5417,23,242,11,12
51870,40490,10666,40490,70,70,0,2,8,2,0
64979,53,62369,53,754,94,660,2,30,1,1
55687,47613,14281,47613,164,70,94,2,5,1,1
56504,443,16127,443,4467051,102279,4364772,4340,46,1452,2888
49257,53,41185,53,166,86,80,2,30,1,1
27005,27999,21376,27999,913,126,787,2,31,1,1
54106,80,38158,80,78,78,0,1,5,1,0
39718,443,11292,443,10186,3128,7058,26,16,13,13
51967,12110,53548,12110,70,70,0,1,4,1,0
32515,443,32515,443,34885,6636,28249,74,51,38,36
65011,53,28977,53,183,94,89,2,31,1,1
53712,80,11675,80,2424,529,1895,11,75,6,5
44928,443,35200,443,9345,2224,7121,40,112,22,18
56975,53,16815,53,413,170,243,6,31,3,3
49514,53,50895,53,780,93,687,2,30,1,1
52096,443,15286,443,283,163,120,4,15,2,2
65313,53,20235,53,802,288,514,8,75,4,4
55835,53,25257,53,180,94,86,2,30,1,1
49292,443,18411,443,80199,66182,14017,134,163,87,47
37346,443,8413,443,7814,2339,5475,26,316,12,14
49270,53,46560,53,322,110,212,4,30,2,2
53260,53,10585,53,199,94,105,2,30,1,1
54117,443,30153,443,661695,28430,633265,779,118,335,444
50584,8999,33361,8999,1237,369,868,6,1199,3,3
50410,443,7615,443,14049,602,13447,19,35,6,13
65353,53,24740,53,177,94,83,2,30,1,1
65171,53,47372,53,760,97,663,2,31,1,1
25463,53,62402,53,827,91,736,4,29,2,2
56534,53,33541,53,276,94,182,2,30,1,1
56623,53,18777,53,771,101,670,2,30,1,1
48009,443,46874,443,4015,1813,2202,17,256,9,8
50324,443,12034,443,13002,1895,11107,31,202,17,14
52039,38541,32643,38541,66,66,0,1,5,1,0
50057,53,32757,53,718,94,624,2,30,1,1
41426,443,52242,443,3396,1964,1432,16,361,8,8
21846,53,21846,53,247,98,149,2,33,1,1
54583,443,25809,443,11307,7633,3674,25,163,18,7
49921,53,38148,53,212,108,104,2,31,1,1
54630,53,54630,53,825,99,726,2,30,1,1
9190,443,45715,443,4943,429,4514,12,15,6,6
64089,53,25036,53,188,96,92,2,31,1,1
34642,53,34642,53,220,90,130,2,30,1,1
64797,53,45567,53,216,102,114,2,30,1,1
64954,53,8799,53,94,94,0,1,30,1,0
27005,27015,55025,27015,1624,126,1498,4,31,2,2
49614,53,25029,53,380,110,270,2,29,1,1
40363,80,1315,80,3566,1637,1929,18,81,11,7
54835,443,59753,443,678,280,398,11,26,5,6
40471,80,40471,80,1917,1468,449,10,20,6,4
42279,443,42279,443,3414,1979,1435,22,69,11,11
57288,53,13037,53,177,94,83,2,30,1,1
56727,53,26195,53,762,101,661,2,31,1,1
62961,53,49359,53,209,102,107,2,30,1,1
49923,53,8519,53,702,194,508,6,67,3,3
44861,443,26247,443,1053,566,487,10,47,6,4
64559,53,44867,53,168,86,82,2,31,1,1
64204,53,12423,53,211,102,109,2,30,1,1
56912,53,9519,53,198,101,97,2,31,1,1
55889,53,31264,53,177,94,83,2,29,1,1
56621,53,7810,53,760,96,664,2,31,1,1
57544,7000,57544,7000,3502,1935,1567,15,15,8,7
50971,80,41640,80,1094437,6233,1088204,817,36,92,725
56733,53,1965,53,177,94,83,2,30,1,1
49635,53,38499,53,210,110,100,2,29,1,1
49699,53,23875,53,202,103,99,2,31,1,1
63929,53,15311,53,195,94,101,2,30,1,1
55008,443,6262,443,7679,2605,5074,26,45,15,11
56419,53,51375,53,199,102,97,2,30,1,1
36417,443,64743,443,8611,2046,6565,31,394,10,21
53532,8569,14217,8569,546,306,240,9,143,5,4
63869,34368,37141,34368,70,70,0,1,4,1,0
55000,443,57257,443,16063,2691,13372,38,38,18,20
55199,443,36951,443,4086,1248,2838,24,140,11,13
48731,443,51910,443,769074,31261,737813,876,165,356,520
57605,80,57605,80,36471,5174,31297,57,38,23,34
51923,11542,38262,11542,70,70,0,2,8,2,0
40600,53,40600,53,228,90,138,2,30,1,1
52121,58933,17101,58933,70,70,0,2,8,2,0
41398,443,9003,443,3135,1968,1167,22,72,12,10
65376,53,47204,53,184,94,90,2,29,1,1
63228,443,36281,443,3749,2597,1152,25,134,15,10
54987,443,54987,443,3154,2012,1142,16,18,10,6
54538,443,10842,443,2936,1546,1390,17,70,10,7
33498,25,33498,25,7825,2062,5763,36,17,17,19
27005,27017,63290,27017,917,126,791,2,30,1,1
55673,53,34311,53,179,94,85,2,31,1,1
49638,53,6600,53,210,110,100,2,30,1,1
64735,53,29173,53,350,118,232,2,29,1,1
58920,80,59955,80,318,192,126,6,37,4,2
64714,53,29165,53,168,86,82,2,32,1,1
52274,443,52274,443,6679,2408,4271,23,20,10,13
55760,53,35277,53,182,94,88,2,31,1,1
65023,53,34897,53,587,104,483,4,40,2,2
42749,53,42749,53,847,110,737,2,30,1,1
50685,80,30111,80,60374,30984,29390,250,175,123,127
44242,5228,42163,5228,10823,1636,9187,32,591,11,21
1938,53,25817,53,210,78,132,2,30,1,1
55890,53,46214,53,711,87,624,2,30,1,1
56495,53,40690,53,199,102,97,2,30,1,1
56583,53,53516,53,170,87,83,2,31,1,1
57444,53,22248,53,170,87,83,2,30,1,1
61347,443,30207,443,5589,2260,3329,36,217,17,19
55367,53,46146,53,195,102,93,2,31,1,1
65262,53,62763,53,216,110,106,2,30,1,1
49916,53,53241,53,118,118,0,1,30,1,0
64722,53,22432,53,184,94,90,2,31,1,1
65186,53,51165,53,521,90,431,4,43,2,2
49450,443,58155,443,8411,2042,6369,25,251,13,12
49784,443,6049,443,7805,1949,5856,22,126,12,10
56655,443,40290,443,8058,2038,6020,20,15,11,9
53237,80,8152,80,194,128,66,4,55,3,1
